	Unnamed: 0	STITCH	SMILES	salt_stripped
18	18	CID005742832	CC1C(C(=O)N1S(=O)(=O)O)NC(=O)C(=NOC(C)(C)C(=O)O)C2=CSC(=N2)N	CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
19	19	CID000005768	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O	C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O
20	20	CID005388961	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O.C(=CC(=O)O)C(=O)O	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O.O=C(O)C=CC(=O)O
21	21	CID000038852	CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N.CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O.O.O	CC(N)(Cc1ccc(O)c(O)c1)C(=O)O.CC(N)(Cc1ccc(O)c(O)c1)C(=O)O.O.O.O
22	22	CID000064778	CC1C2C(C(=O)N2C(=C1SC3CCC(N3)C(=O)N(C)C)C(=O)O)C(C)O	CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CCC(C(=O)N(C)C)N3)C(C)C12
23	23	CID000004032	CC1(C2CCC(C2)C1(C)NC)C	CNC1(C)C2CCC(C2)C1(C)C
24	24	CID005281107	CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C	C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O
25	25	CID000219090	CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)N(N3)P(=O)(O)O)C4=CC=C(C=C4)F	CC(OC1OCCN(Cc2nc(=O)n(P(=O)(O)O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
26	26	CID000026757	CC(CC1=CC=CC=C1)N(C)CC#C	C#CCN(C)C(C)Cc1ccccc1
27	27	CID000041744	CCCCC(=O)OCC(=O)C1(CC(C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O	CCCCC(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O
28	28	CID000003151	C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O	O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
29	29	CID000060834	CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl	CNCCC(Oc1cccc2ccccc12)c1cccs1
30	30	CID003010818	CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5	CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
31	31	CID006321411	C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O	C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1
32	32	CID000006468	C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3	c1ccc(C2(N3CCCCC3)CCCCC2)cc1
33	33	CID005284583	CCC(C(=O)N)N1CCCC1=O	CCC(C(N)=O)N1CCCC1=O
34	34	CID000002156	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCC[NH+](CC)CC)I	CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCC[NH+](CC)CC)c(I)c1
35	35	CID000002578	C(CCl)NC(=O)N(CCCl)N=O	O=NN(CCCl)C(=O)NCCCl
36	36	CID000003372	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
37	37	CID000001978	CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C	CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1
38	38	CID000061475	O.O.O.O.O.[O-]S(=O)(=S)[O-].[Na+].[Na+]	O.O.O.O.O.O=S([O-])([O-])=S
39	39	CID000023993	[Y]	
40	40	CID000055466	CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3]	CNCC(O)C(O)C(O)C(O)CO.CNCC(O)C(O)C(O)C(O)CO.O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CCN(CC(=O)[O-])CC(=O)O
41	41	CID000002727	CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl	CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
42	42	CID000005524	C1CCC2=C(C1)C=CC=C2NC3=NCCN3	c1cc2c(c(NC3=NCCN3)c1)CCCC2
43	43	CID024873435	CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC	COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)C4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
44	44	CID000004139	CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2	CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
45	45	CID003081884	CC(C(=O)O)N.CC(=O)O.C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N	CC(=O)O.CC(N)C(=O)O.NC(CCC(=O)O)C(=O)O.NC(Cc1ccc(O)cc1)C(=O)O.NCCCCC(N)C(=O)O
46	46	CID003005572	CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O	CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
47	47	CID000002803	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl	Clc1cccc(Cl)c1NC1=NCCN1
48	48	CID000004235	C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
49	49	CID000059768	CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O	COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
50	50	CID000000774	C1=C(NC=N1)CCN	NCCc1cnc[nH]1
51	51	CID000153994	CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C	CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
52	52	CID000027661	C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O	O=[N+]([O-])OC1COC2C(O)COC12
53	53	CID000005430	C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3	c1ccc2[nH]c(-c3cscn3)nc2c1
54	54	CID000005311	C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO	O=C(CCCCCCC(=O)Nc1ccccc1)NO
55	55	CID000021844	CC1CC2=C(CCC(=O)C2)C3C1C4CCC(C4(CC3)C)(C#C)O	C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C
56	56	CID000039468	CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O	CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O
57	57	CID000005184	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4	CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12
58	58	CID000006196	CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O	Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
59	59	CID000119182	C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N	Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F
60	60	CID006918638	C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO	O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO
61	61	CID000060934	CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O	CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1.CS(=O)(=O)O
62	62	CID000003279	CCC(CO)NCCNC(CC)CO	CCC(CO)NCCNC(CC)CO
63	63	CID006442177	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC	COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C
64	64	CID009568613	CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Mg+2]	COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1
